,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
736,ICBK,"County Bancorp, Inc.",30.95,$206.54M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/icbk,
737,COUP,Coupa Software Incorporated,31.74,$1.75B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup,
738,CVTI,"Covenant Transportation Group, Inc.",28.84,$527.5M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti,
739,COWN,Cowen Inc.,14.05,$436.78M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown,
742,PMTS,CPI Card Group Inc.,3.82,$42.53M,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts,
743,CPSH,CPS Technologies Corp.,1.7297,$22.84M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh,
744,CRAI,"CRA International,Inc.",44.08,$357.45M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai,
745,CBRL,"Cracker Barrel Old Country Store, Inc.",162.39,$3.9B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl,
746,BREW,"Craft Brew Alliance, Inc.",18.8,$362.77M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew,
747,CRAY,Cray Inc,24.8,$1B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray,
748,CACC,Credit Acceptance Corporation,325.65,$6.29B,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc,
749,CREE,"Cree, Inc.",37.51,$3.68B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree,
750,CRESY,Cresud S.A.C.I.F. y A.,21.23,$1.06B,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy,
751,CRSP,CRISPR Therapeutics AG,21.09,$865.1M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp,
752,CRTO,Criteo S.A.,25.6,$1.69B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto,
753,CROX,"Crocs, Inc.",12.99,$904.99M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox,
754,CCRN,"Cross Country Healthcare, Inc.",12.86,$469.14M,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn,
755,CRWS,"Crown Crafts, Inc.",6.6,$66.57M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws,
756,CYRX,"CryoPort, Inc.",8.95,$228.59M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx,
758,CSGS,"CSG Systems International, Inc.",44.21,$1.48B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs,
759,CCLP,CSI Compressco LP,5.15,$190.13M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp,
760,CSPI,CSP Inc.,13.6314,$53.49M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi,
761,CSWI,"CSW Industrials, Inc.",45.6,$728.22M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi,
762,CSX,CSX Corporation,55.14,$49.28B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx,
763,CTIC,CTI BioPharma Corp.,2.71,$116.44M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic,
764,CTIB,CTI Industries Corporation,4.4697,$15.76M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib,
765,CTRP,"Ctrip.com International, Ltd.",44.64,$22.91B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp,
767,CUI,"CUI Global, Inc.",2.69,$76.41M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui,
768,CPIX,Cumberland Pharmaceuticals Inc.,7.36,$115.91M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix,
769,CRIS,"Curis, Inc.",0.69,$113.15M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris,
770,CUTR,"Cutera, Inc.",46.95,$650.49M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr,
771,CVBF,CVB Financial Corporation,23.89,$2.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf,
772,CVV,CVD Equipment Corporation,11.06,$70.89M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv,
773,CYAN,Cyanotech Corporation,3.945,$22.66M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan,
774,CYBR,CyberArk Software Ltd.,42.09,$1.45B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr,
775,CYBE,CyberOptics Corporation,14.95,$104.31M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe,
776,CYCC,"Cyclacel Pharmaceuticals, Inc.",1.75,$20.83M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc,
777,CYCCP,"Cyclacel Pharmaceuticals, Inc.",7.4,$2.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp,
778,CBAY,CymaBay Therapeutics Inc.,9.11,$399.6M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay,
779,CY,Cypress Semiconductor Corporation,15.22,$5.08B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy,
780,CYRN,CYREN Ltd.,2.425,$120.86M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn,
781,CONE,CyrusOne Inc,59.6,$5.44B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone,
782,CYTK,"Cytokinetics, Incorporated",8.35,$449.94M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk,
783,CTMX,"CytomX Therapeutics, Inc.",22.19,$852.29M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx,
784,CYTX,Cytori Therapeutics Inc,0.2603,$9.14M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx,
786,CTSO,Cytosorbents Corporation,6.7,$192.23M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso,
787,CYTR,CytRx Corporation,1.71,$47.26M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr,
788,DJCO,Daily Journal Corp. (S.C.),240,$331.38M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco,
789,DAKT,"Daktronics, Inc.",9.18,$408.27M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt,
790,DARE,"Dare Bioscience, Inc.",2.3612,$14.28M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare,
791,DRIO,DarioHealth Corp.,1.8,$18.63M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio,
793,DZSI,"DASAN Zhone Solutions, Inc.",9.49,$155.51M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/dzsi,
794,DSKE,"Daseke, Inc.",14.47,$704.69M,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske,
796,DAIO,Data I/O Corporation,12.48,$102.85M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio,
797,DWCH,Datawatch Corporation,9.15,$112.16M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch,
798,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",57.03,$2.32B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play,
799,DTEA,DAVIDsTEA Inc.,3.75,$96.92M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea,
803,DWSN,Dawson Geophysical Company,5.02,$109.02M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn,
804,DBVT,DBV Technologies S.A.,24.01,$1.2B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt,
805,DCPH,"Deciphera Pharmaceuticals, Inc.",21,$684.43M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph,
806,DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",15.45,$327.84M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg,
807,TACO,"Del Taco Restaurants, Inc.",12.16,$470.32M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco,
809,DMPI,"DelMar Pharmaceuticals, Inc.",1.0501,$22.68M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi,
810,DELT,Delta Technology Holdings Limited,1.05,$10.56M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt,
811,DNLI,Denali Therapeutics Inc.,15.85,$1.39B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dnli,
813,XRAY,DENTSPLY SIRONA Inc.,66.03,$15.17B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray,
814,DEPO,"Depomed, Inc.",8.58,$540.66M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo,
815,DERM,"Dermira, Inc.",28.07,$1.17B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm,
816,DEST,Destination Maternity Corporation,3.17,$46.31M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest,
817,DXLG,"Destination XL Group, Inc.",2.05,$99.81M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg,
818,DSWL,"Deswell Industries, Inc.",2.76,$43.84M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl,
819,DTRM,"Determine, Inc. ",1.69,$25.03M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm,
820,RNDM,Developed International Equity Select ETF,52.03,$7.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndm,
821,DXCM,"DexCom, Inc.",56.88,$4.94B,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm,
822,DHXM,DHX Media Ltd.,3.45,$121.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm,
823,DHIL,"Diamond Hill Investment Group, Inc.",205.48,$712.86M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil,
824,FANG,"Diamondback Energy, Inc.",123.19,$12.09B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang,
825,DCIX,Diana Containerships Inc.,4.37,$3.31M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix,
826,DRNA,"Dicerna Pharmaceuticals, Inc.",9.24,$192.78M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna,
827,DFBG,Differential Brands Group Inc.,0.86,$11.46M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg,
828,DFFN,Diffusion Pharmaceuticals Inc.,1.2,$17.43M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn,
829,DGII,Digi International Inc.,9.65,$258.58M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii,
830,DMRC,Digimarc Corporation,36.35,$423.85M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc,
831,DRAD,Digirad Corporation,2.25,$45.12M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad,
832,DGLY,"Digital Ally, Inc.",2.725,$19.02M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly,
833,APPS,"Digital Turbine, Inc.",1.81,$130.4M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps,
834,DCOM,"Dime Community Bancshares, Inc.",21.1,$789.62M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom,
835,DIOD,Diodes Incorporated,29.02,$1.43B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod,
836,DISCA,"Discovery Communications, Inc.",23.05,$8.74B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca,
837,DISCB,"Discovery Communications, Inc.",24.8,$9.4B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb,
838,DISCK,"Discovery Communications, Inc.",21.74,$8.24B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck,
839,DISH,DISH Network Corporation,47.67,$22.23B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish,
840,DVCR,Diversicare Healthcare Services Inc.,9.8844,$63.83M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr,
841,SAUC,"Diversified Restaurant Holdings, Inc.",1.38,$37.1M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc,
842,DLHC,DLH Holdings Corp.,6.25,$74.27M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc,
843,BOOM,DMC Global Inc.,24.4,$360.37M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom,
844,DNBF,DNB Financial Corp,33.4,$142.58M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf,
845,DOGZ,Dogness (International) Corporation,5.77,$150.02M,2017,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dogz,
846,DLTR,"Dollar Tree, Inc.",107.49,$25.49B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr,
847,DLPN,"Dolphin Entertainment, Inc.",3.6,$33.72M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dlpn,
849,DGICA,"Donegal Group, Inc.",17.58,$482.23M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica,
850,DGICB,"Donegal Group, Inc.",13.9,$381.29M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb,
851,DMLP,"Dorchester Minerals, L.P.",15.2,$490.65M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp,
852,DORM,"Dorman Products, Inc.",62.21,$2.1B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm,
853,DOVA,"Dova Pharmaceuticals, Inc.",28.54,$732.12M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dova,
854,LYL,Dragon Victory International Limited,4.61,$53.78M,2017,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/lyl,
855,DOTA,"Draper Oakwood Technology Acquisition, Inc.",9.78,$74.08M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dota,
859,DRYS,DryShips Inc.,3.7,$385.82M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys,
860,DSPG,"DSP Group, Inc.",12.65,$282.39M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg,
861,DLTH,Duluth Holdings Inc.,17.93,$582.03M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth,
862,DNKN,"Dunkin&#39; Brands Group, Inc.",65.51,$5.92B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn,
863,DRRX,DURECT Corporation,0.93,$138.15M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx,
864,DXPE,"DXP Enterprises, Inc.",29.26,$508.88M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe,
865,DYSL,Dynasil Corporation of America,1.16,$19.85M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl,
866,DYNT,Dynatronics Corporation,2.9001,$14.27M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt,
867,DVAX,Dynavax Technologies Corporation,19.2,$1.16B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax,
868,ETFC,E*TRADE Financial Corporation,49.49,$13.26B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc,
869,EBMT,"Eagle Bancorp Montana, Inc.",20.05,$100.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebmt,
870,EGBN,"Eagle Bancorp, Inc.",56.95,$1.95B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn,
871,EGLE,Eagle Bulk Shipping Inc.,4.39,$325.4M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle,
872,EFBI,"Eagle Financial Bancorp, Inc.",16,$25.8M,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/efbi,
873,EGRX,"Eagle Pharmaceuticals, Inc.",54.16,$808.16M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx,
874,EWBC,"East West Bancorp, Inc.",60.74,$8.78B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc,
875,EACQ,Easterly Acquisition Corp.,10.1,$65.18M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacq,
878,EML,Eastern Company (The),26.95,$168.75M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml,
879,ESDI,"Eastside Distilling, Inc.",4.125,$19.9M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/esdi,
886,EBAY,eBay Inc.,37.61,$39.29B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay,
888,EBIX,"Ebix, Inc.",79.6,$2.5B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix,
889,ELON,Echelon Corporation,5.19,$23.46M,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon,
890,ECHO,"Echo Global Logistics, Inc.",28.7,$800.95M,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo,
891,SATS,EchoStar Corporation,59.22,$5.67B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats,
892,EEI,"Ecology and Environment, Inc.",10.5457,$45.36M,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei,
893,ESES,"Eco-Stim Energy Solutions, Inc.",1.23,$91.69M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses,
894,EDAP,EDAP TMS S.A.,2.6996,$77.55M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap,
895,EDGE,"Edge Therapeutics, Inc.",9.35,$288.53M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge,
896,EDGW,"Edgewater Technology, Inc.",6.16,$86.34M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw,
897,EDIT,"Editas Medicine, Inc.",29.9,$1.26B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit,
898,EDUC,Educational Development Corporation,17.75,$72.59M,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ,
899,EGAN,eGain Corporation,5.325,$145.02M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan,
900,EGLT,Egalet Corporation,1.05,$45.18M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt,
901,EHTH,"eHealth, Inc.",17.62,$328.12M,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth,
902,EIGR,"Eiger BioPharmaceuticals, Inc.",13.45,$141.45M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr,
903,EKSO,"Ekso Bionics Holdings, Inc.",2.57,$153.95M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso,
904,LOCO,"El Pollo Loco Holdings, Inc.",10,$386.53M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco,
905,EMITF,Elbit Imaging Ltd.,2.85,$26.19M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf,
906,ESLT,Elbit Systems Ltd.,134.18,$5.74B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt,
907,ERI,"Eldorado Resorts, Inc.",33.9,$2.6B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri,
908,ESIO,"Electro Scientific Industries, Inc.",21.13,$707.68M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio,
909,EA,Electronic Arts Inc.,105.23,$32.4B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea,
910,EFII,"Electronics for Imaging, Inc.",29.93,$1.37B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii,
911,ELSE,"Electro-Sensors, Inc.",4.05,$13.75M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else,
912,ELEC,Electrum Special Acquisition Corporation,10.32,$186.07M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec,
913,ELECU,Electrum Special Acquisition Corporation,10.6011,$191.14M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu,
915,EBIO,"Eleven Biotherapeutics, Inc.",0.8922,$28.4M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio,
916,DWAC,Elkhorn Commodity Rotation Strategy ETF,25.57,$2.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac,
917,ESBK,Elmira Savings Bank NY (The),20.5499,$56.63M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk,
918,ELTK,Eltek Ltd.,4.14,$8.4M,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk,
919,EMCI,EMC Insurance Group Inc.,29.1,$622.73M,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci,
920,EMCF,Emclaire Financial Corp,30.35,$68.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf,
921,EMKR,EMCORE Corporation,6.3,$170.91M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr,
922,RNEM,Emerging Markets Equity Select ETF,53.6,$5.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnem,
923,EMMS,Emmis Communications Corporation,3.5498,$45.12M,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms,
924,NYNY,"Empire Resorts, Inc.",28.45,$887.01M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny,
925,ENTA,"Enanta Pharmaceuticals, Inc.",59.21,$1.13B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta,
